Sample in Buffer,Sample in Window,TRIGGER,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tready,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tready,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/n_0_0,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tready
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1629,1629,0,e409e409e409e409,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b4e4b4e4b4e4b4,ff,1,0,0,0
1630,1630,0,e409e409e409e409,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b4e4b4e4b4e4b4,ff,1,0,0,1
1631,1631,0,e409e409e409e409,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b4e4b4e4b4e4b4,ff,1,0,0,1
1632,1632,0,e409e409e409e409,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b4e4b4e4b4e4b4,ff,1,0,0,1
1633,1633,0,e409e409e409e409,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b4e4b4e4b4e4b4,ff,1,0,0,1
1634,1634,0,e409e409e409e409,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b4e4b4e4b4e4b4,ff,1,0,0,1
1635,1635,0,e409e409e409e409,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b4e4b4e4b4e4b4,ff,1,0,0,1
1636,1636,0,e409e409e409e409,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b4e4b4e4b4e4b4,ff,1,0,0,1
1637,1637,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b4e4b4e4b4e4b4,ff,1,0,0,1
1638,1638,0,e40a4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b4e4b4e4b4e4b4,ff,1,0,0,1
1639,1639,0,e40ae40ae40ae40a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b4e4b4e4b4e4b4,1f,1,1,0,1
1640,1640,0,e40ae40ae40ae40a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1641,1641,0,e40ae40ae40ae40a,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b54f0011110000,ff,1,0,0,1
1642,1642,0,e40ae40ae40ae40a,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,0
1643,1643,0,e40ae40ae40ae40a,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,0
1644,1644,0,e40ae40ae40ae40a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,0
1645,1645,0,e40ae40ae40ae40a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,1
1646,1646,0,e40ae40ae40ae40a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,1
1647,1647,0,e40ae40ae40ae40a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,1
1648,1648,0,e40ae40ae40ae40a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,1
1649,1649,0,e40ae40ae40ae40a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,1
1650,1650,0,e40ae40ae40ae40a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,1
1651,1651,0,e40ae40ae40ae40a,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,1
1652,1652,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,1
1653,1653,0,e40b4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,ff,1,0,0,1
1654,1654,0,e40be40be40be40b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b5e4b5e4b5e4b5,1f,1,1,0,1
1655,1655,0,e40be40be40be40b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1656,1656,0,e40be40be40be40b,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b64f0011110000,ff,1,0,0,1
1657,1657,0,e40be40be40be40b,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,0
1658,1658,0,e40be40be40be40b,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,0
1659,1659,0,e40be40be40be40b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,0
1660,1660,0,e40be40be40be40b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,1
1661,1661,0,e40be40be40be40b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,1
1662,1662,0,e40be40be40be40b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,1
1663,1663,0,e40be40be40be40b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,1
1664,1664,0,e40be40be40be40b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,1
1665,1665,0,e40be40be40be40b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,1
1666,1666,0,e40be40be40be40b,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,1
1667,1667,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,1
1668,1668,0,e40c4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,ff,1,0,0,1
1669,1669,0,e40ce40ce40ce40c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b6e4b6e4b6e4b6,1f,1,1,0,1
1670,1670,0,e40ce40ce40ce40c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1671,1671,0,e40ce40ce40ce40c,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b74f0011110000,ff,1,0,0,1
1672,1672,0,e40ce40ce40ce40c,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,0
1673,1673,0,e40ce40ce40ce40c,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,0
1674,1674,0,e40ce40ce40ce40c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,0
1675,1675,0,e40ce40ce40ce40c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,1
1676,1676,0,e40ce40ce40ce40c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,1
1677,1677,0,e40ce40ce40ce40c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,1
1678,1678,0,e40ce40ce40ce40c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,1
1679,1679,0,e40ce40ce40ce40c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,1
1680,1680,0,e40ce40ce40ce40c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,1
1681,1681,0,e40ce40ce40ce40c,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,1
1682,1682,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,1
1683,1683,0,e40d4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,ff,1,0,0,1
1684,1684,0,e40de40de40de40d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b7e4b7e4b7e4b7,1f,1,1,0,1
1685,1685,0,e40de40de40de40d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1686,1686,0,e40de40de40de40d,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b84f0011110000,ff,1,0,0,1
1687,1687,0,e40de40de40de40d,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,0
1688,1688,0,e40de40de40de40d,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,0
1689,1689,0,e40de40de40de40d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,0
1690,1690,0,e40de40de40de40d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,1
1691,1691,0,e40de40de40de40d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,1
1692,1692,0,e40de40de40de40d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,1
1693,1693,0,e40de40de40de40d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,1
1694,1694,0,e40de40de40de40d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,1
1695,1695,0,e40de40de40de40d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,1
1696,1696,0,e40de40de40de40d,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,1
1697,1697,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,1
1698,1698,0,e40e4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,ff,1,0,0,1
1699,1699,0,e40ee40ee40ee40e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b8e4b8e4b8e4b8,1f,1,1,0,1
1700,1700,0,e40ee40ee40ee40e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1701,1701,0,e40ee40ee40ee40e,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b94f0011110000,ff,1,0,0,1
1702,1702,0,e40ee40ee40ee40e,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,0
1703,1703,0,e40ee40ee40ee40e,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,0
1704,1704,0,e40ee40ee40ee40e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,0
1705,1705,0,e40ee40ee40ee40e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,1
1706,1706,0,e40ee40ee40ee40e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,1
1707,1707,0,e40ee40ee40ee40e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,1
1708,1708,0,e40ee40ee40ee40e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,1
1709,1709,0,e40ee40ee40ee40e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,1
1710,1710,0,e40ee40ee40ee40e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,1
1711,1711,0,e40ee40ee40ee40e,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,1
1712,1712,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,1
1713,1713,0,e40f4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,ff,1,0,0,1
1714,1714,0,e40fe40fe40fe40f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4b9e4b9e4b9e4b9,1f,1,1,0,1
1715,1715,0,e40fe40fe40fe40f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1716,1716,0,e40fe40fe40fe40f,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4ba4f0011110000,ff,1,0,0,1
1717,1717,0,e40fe40fe40fe40f,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,0
1718,1718,0,e40fe40fe40fe40f,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,0
1719,1719,0,e40fe40fe40fe40f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,0
1720,1720,0,e40fe40fe40fe40f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,1
1721,1721,0,e40fe40fe40fe40f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,1
1722,1722,0,e40fe40fe40fe40f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,1
1723,1723,0,e40fe40fe40fe40f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,1
1724,1724,0,e40fe40fe40fe40f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,1
1725,1725,0,e40fe40fe40fe40f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,1
1726,1726,0,e40fe40fe40fe40f,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,1
1727,1727,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,1
1728,1728,0,e4104f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,ff,1,0,0,1
1729,1729,0,e410e410e410e410,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bae4bae4bae4ba,1f,1,1,0,1
1730,1730,0,e410e410e410e410,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1731,1731,0,e410e410e410e410,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bb4f0011110000,ff,1,0,0,1
1732,1732,0,e410e410e410e410,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,0
1733,1733,0,e410e410e410e410,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,0
1734,1734,0,e410e410e410e410,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,0
1735,1735,0,e410e410e410e410,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,1
1736,1736,0,e410e410e410e410,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,1
1737,1737,0,e410e410e410e410,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,1
1738,1738,0,e410e410e410e410,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,1
1739,1739,0,e410e410e410e410,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,1
1740,1740,0,e410e410e410e410,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,1
1741,1741,0,e410e410e410e410,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,1
1742,1742,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,1
1743,1743,0,e4114f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,ff,1,0,0,1
1744,1744,0,e411e411e411e411,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bbe4bbe4bbe4bb,1f,1,1,0,1
1745,1745,0,e411e411e411e411,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1746,1746,0,e411e411e411e411,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bc4f0011110000,ff,1,0,0,1
1747,1747,0,e411e411e411e411,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,0
1748,1748,0,e411e411e411e411,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,0
1749,1749,0,e411e411e411e411,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,0
1750,1750,0,e411e411e411e411,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,1
1751,1751,0,e411e411e411e411,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,1
1752,1752,0,e411e411e411e411,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,1
1753,1753,0,e411e411e411e411,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,1
1754,1754,0,e411e411e411e411,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,1
1755,1755,0,e411e411e411e411,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,1
1756,1756,0,e411e411e411e411,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,1
1757,1757,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,1
1758,1758,0,e4124f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,ff,1,0,0,1
1759,1759,0,e412e412e412e412,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bce4bce4bce4bc,1f,1,1,0,1
1760,1760,0,e412e412e412e412,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1761,1761,0,e412e412e412e412,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bd4f0011110000,ff,1,0,0,1
1762,1762,0,e412e412e412e412,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,0
1763,1763,0,e412e412e412e412,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,0
1764,1764,0,e412e412e412e412,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,0
1765,1765,0,e412e412e412e412,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,1
1766,1766,0,e412e412e412e412,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,1
1767,1767,0,e412e412e412e412,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,1
1768,1768,0,e412e412e412e412,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,1
1769,1769,0,e412e412e412e412,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,1
1770,1770,0,e412e412e412e412,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,1
1771,1771,0,e412e412e412e412,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,1
1772,1772,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,1
