Sample in Buffer,Sample in Window,TRIGGER,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tready,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tready,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/n_0_0,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tready
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
3816,3816,0,e49be49be49be49b,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e5464f0011110000,ff,1,0,0,1
3817,3817,0,e49be49be49be49b,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,0
3818,3818,0,e49be49be49be49b,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,0
3819,3819,0,e49be49be49be49b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,0
3820,3820,0,e49be49be49be49b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,1
3821,3821,0,e49be49be49be49b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,1
3822,3822,0,e49be49be49be49b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,1
3823,3823,0,e49be49be49be49b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,1
3824,3824,0,e49be49be49be49b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,1
3825,3825,0,e49be49be49be49b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,1
3826,3826,0,e49be49be49be49b,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,1
3827,3827,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,1
3828,3828,0,e49c4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,ff,1,0,0,1
3829,3829,0,e49ce49ce49ce49c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e546e546e546e546,1f,1,1,0,1
3830,3830,0,e49ce49ce49ce49c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3831,3831,0,e49ce49ce49ce49c,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e5474f0011110000,ff,1,0,0,1
3832,3832,0,e49ce49ce49ce49c,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,0
3833,3833,0,e49ce49ce49ce49c,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,0
3834,3834,0,e49ce49ce49ce49c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,0
3835,3835,0,e49ce49ce49ce49c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,1
3836,3836,0,e49ce49ce49ce49c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,1
3837,3837,0,e49ce49ce49ce49c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,1
3838,3838,0,e49ce49ce49ce49c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,1
3839,3839,0,e49ce49ce49ce49c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,1
3840,3840,0,e49ce49ce49ce49c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,1
3841,3841,0,e49ce49ce49ce49c,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,1
3842,3842,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,1
3843,3843,0,e49d4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,ff,1,0,0,1
3844,3844,0,e49de49de49de49d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e547e547e547e547,1f,1,1,0,1
3845,3845,0,e49de49de49de49d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3846,3846,0,e49de49de49de49d,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e5484f0011110000,ff,1,0,0,1
3847,3847,0,e49de49de49de49d,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,0
3848,3848,0,e49de49de49de49d,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,0
3849,3849,0,e49de49de49de49d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,0
3850,3850,0,e49de49de49de49d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,1
3851,3851,0,e49de49de49de49d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,1
3852,3852,0,e49de49de49de49d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,1
3853,3853,0,e49de49de49de49d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,1
3854,3854,0,e49de49de49de49d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,1
3855,3855,0,e49de49de49de49d,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,1
3856,3856,0,e49de49de49de49d,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,1
3857,3857,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,1
3858,3858,0,e49e4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,ff,1,0,0,1
3859,3859,0,e49ee49ee49ee49e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e548e548e548e548,1f,1,1,0,1
3860,3860,0,e49ee49ee49ee49e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3861,3861,0,e49ee49ee49ee49e,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e5494f0011110000,ff,1,0,0,1
3862,3862,0,e49ee49ee49ee49e,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,0
3863,3863,0,e49ee49ee49ee49e,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,0
3864,3864,0,e49ee49ee49ee49e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,0
3865,3865,0,e49ee49ee49ee49e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,1
3866,3866,0,e49ee49ee49ee49e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,1
3867,3867,0,e49ee49ee49ee49e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,1
3868,3868,0,e49ee49ee49ee49e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,1
3869,3869,0,e49ee49ee49ee49e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,1
3870,3870,0,e49ee49ee49ee49e,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,1
3871,3871,0,e49ee49ee49ee49e,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,1
3872,3872,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,1
3873,3873,0,e49f4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,ff,1,0,0,1
3874,3874,0,e49fe49fe49fe49f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e549e549e549e549,1f,1,1,0,1
3875,3875,0,e49fe49fe49fe49f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3876,3876,0,e49fe49fe49fe49f,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54a4f0011110000,ff,1,0,0,1
3877,3877,0,e49fe49fe49fe49f,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,0
3878,3878,0,e49fe49fe49fe49f,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,0
3879,3879,0,e49fe49fe49fe49f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,0
3880,3880,0,e49fe49fe49fe49f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,1
3881,3881,0,e49fe49fe49fe49f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,1
3882,3882,0,e49fe49fe49fe49f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,1
3883,3883,0,e49fe49fe49fe49f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,1
3884,3884,0,e49fe49fe49fe49f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,1
3885,3885,0,e49fe49fe49fe49f,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,1
3886,3886,0,e49fe49fe49fe49f,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,1
3887,3887,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,1
3888,3888,0,e4a04f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,ff,1,0,0,1
3889,3889,0,e4a0e4a0e4a0e4a0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ae54ae54ae54a,1f,1,1,0,1
3890,3890,0,e4a0e4a0e4a0e4a0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3891,3891,0,e4a0e4a0e4a0e4a0,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54b4f0011110000,ff,1,0,0,1
3892,3892,0,e4a0e4a0e4a0e4a0,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,0
3893,3893,0,e4a0e4a0e4a0e4a0,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,0
3894,3894,0,e4a0e4a0e4a0e4a0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,0
3895,3895,0,e4a0e4a0e4a0e4a0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,1
3896,3896,0,e4a0e4a0e4a0e4a0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,1
3897,3897,0,e4a0e4a0e4a0e4a0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,1
3898,3898,0,e4a0e4a0e4a0e4a0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,1
3899,3899,0,e4a0e4a0e4a0e4a0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,1
3900,3900,0,e4a0e4a0e4a0e4a0,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,1
3901,3901,0,e4a0e4a0e4a0e4a0,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,1
3902,3902,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,1
3903,3903,0,e4a14f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,ff,1,0,0,1
3904,3904,0,e4a1e4a1e4a1e4a1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54be54be54be54b,1f,1,1,0,1
3905,3905,0,e4a1e4a1e4a1e4a1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3906,3906,0,e4a1e4a1e4a1e4a1,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54c4f0011110000,ff,1,0,0,1
3907,3907,0,e4a1e4a1e4a1e4a1,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,0
3908,3908,0,e4a1e4a1e4a1e4a1,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,0
3909,3909,0,e4a1e4a1e4a1e4a1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,0
3910,3910,0,e4a1e4a1e4a1e4a1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,1
3911,3911,0,e4a1e4a1e4a1e4a1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,1
3912,3912,0,e4a1e4a1e4a1e4a1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,1
3913,3913,0,e4a1e4a1e4a1e4a1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,1
3914,3914,0,e4a1e4a1e4a1e4a1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,1
3915,3915,0,e4a1e4a1e4a1e4a1,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,1
3916,3916,0,e4a1e4a1e4a1e4a1,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,1
3917,3917,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,1
3918,3918,0,e4a24f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,ff,1,0,0,1
3919,3919,0,e4a2e4a2e4a2e4a2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ce54ce54ce54c,1f,1,1,0,1
3920,3920,0,e4a2e4a2e4a2e4a2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3921,3921,0,e4a2e4a2e4a2e4a2,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54d4f0011110000,ff,1,0,0,1
3922,3922,0,e4a2e4a2e4a2e4a2,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,0
3923,3923,0,e4a2e4a2e4a2e4a2,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,0
3924,3924,0,e4a2e4a2e4a2e4a2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,0
3925,3925,0,e4a2e4a2e4a2e4a2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,1
3926,3926,0,e4a2e4a2e4a2e4a2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,1
3927,3927,0,e4a2e4a2e4a2e4a2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,1
3928,3928,0,e4a2e4a2e4a2e4a2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,1
3929,3929,0,e4a2e4a2e4a2e4a2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,1
3930,3930,0,e4a2e4a2e4a2e4a2,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,1
3931,3931,0,e4a2e4a2e4a2e4a2,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,1
3932,3932,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,1
3933,3933,0,e4a34f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,ff,1,0,0,1
3934,3934,0,e4a3e4a3e4a3e4a3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54de54de54de54d,1f,1,1,0,1
3935,3935,0,e4a3e4a3e4a3e4a3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3936,3936,0,e4a3e4a3e4a3e4a3,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54e4f0011110000,ff,1,0,0,1
3937,3937,0,e4a3e4a3e4a3e4a3,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,0
3938,3938,0,e4a3e4a3e4a3e4a3,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,0
3939,3939,0,e4a3e4a3e4a3e4a3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,0
3940,3940,0,e4a3e4a3e4a3e4a3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,1
3941,3941,0,e4a3e4a3e4a3e4a3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,1
3942,3942,0,e4a3e4a3e4a3e4a3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,1
3943,3943,0,e4a3e4a3e4a3e4a3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,1
3944,3944,0,e4a3e4a3e4a3e4a3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,1
3945,3945,0,e4a3e4a3e4a3e4a3,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,1
3946,3946,0,e4a3e4a3e4a3e4a3,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,1
3947,3947,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,1
3948,3948,0,e4a44f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,ff,1,0,0,1
3949,3949,0,e4a4e4a4e4a4e4a4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54ee54ee54ee54e,1f,1,1,0,1
3950,3950,0,e4a4e4a4e4a4e4a4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
3951,3951,0,e4a4e4a4e4a4e4a4,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54f4f0011110000,ff,1,0,0,1
3952,3952,0,e4a4e4a4e4a4e4a4,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54fe54fe54fe54f,ff,1,0,0,0
3953,3953,0,e4a4e4a4e4a4e4a4,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54fe54fe54fe54f,ff,1,0,0,0
3954,3954,0,e4a4e4a4e4a4e4a4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54fe54fe54fe54f,ff,1,0,0,0
3955,3955,0,e4a4e4a4e4a4e4a4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54fe54fe54fe54f,ff,1,0,0,1
3956,3956,0,e4a4e4a4e4a4e4a4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54fe54fe54fe54f,ff,1,0,0,1
3957,3957,0,e4a4e4a4e4a4e4a4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54fe54fe54fe54f,ff,1,0,0,1
3958,3958,0,e4a4e4a4e4a4e4a4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54fe54fe54fe54f,ff,1,0,0,1
3959,3959,0,e4a4e4a4e4a4e4a4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54fe54fe54fe54f,ff,1,0,0,1
3960,3960,0,e4a4e4a4e4a4e4a4,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54fe54fe54fe54f,ff,1,0,0,1
3961,3961,0,e4a4e4a4e4a4e4a4,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54fe54fe54fe54f,ff,1,0,0,1
3962,3962,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e54fe54fe54fe54f,ff,1,0,0,1
